id,sentiment,author,content,empty,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry,depressed
1956972444,worry,jomama6881,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......damn i feel old,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956972557,sadness,LilithGaea," i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956972884,worry,oONEPTUNEOo,Damm servers still down  i need to hit 80 before all the koxpers pass me,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956973598,sadness,username_origin,Fudge.... Just BS'd that whole paper.... So tired.... Ugh I hate school.....  time to sleep!!!!!!!!!!!,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956973690,worry,catchtheapple,I HATE CANCER. I HATE IT I HATE IT I HATE IT.,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956974706,hate,MavrickAces,It is so annoying when she starts typing on her computer in the middle of the night!,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956975441,neutral,LovableKeKe,i cant sleep,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956975860,neutral,analalalah,I missed the bl***y bus!!!!!!!!,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956975876,neutral,jubaldo,feels strong contractions but wants to go out.  http//plurk.com/p/wxidk,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956975927,neutral,mikhaelaela,SoCal!  stoked. or maybe not.. tomorrow,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956976187,neutral,ivoflipse5,Screw you I only have 3 weeks...,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956976312,sadness,amy__xx,yeah S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed S you?,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956976371,worry,babyxj,I need skott right now,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956976557,neutral,JanBenn,has work this afternoon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956976681,neutral,HarryHarley,Aw you would not unfollow me would you? Then I would cry,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956977084,happiness,ktierson,mmm much better day... so far! it's still quite early. last day of #uds,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1956977187,fun,diNGUYEN31,3 your gonna be the first  twitter ) cause your amazing lol. come to canada  would do anything to see you perform,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1956977618,worry,MDD113,just picked up her Blackberry from the middle of the street! Both she and it are crushed!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956977624,worry,alexsnaps,Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956978276,empty,Aggie9,middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956978410,worry,TannerMade,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956978668,worry,bryancheung,"Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956979150,sadness,rionne,I'm having a problem with my photo here in twitter amf!!!...can't see my face!,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956979437,neutral,shenamygans,oh noooo!  if i blow a tire you're reaaaally going to have to send up some batman smoke.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956979756,neutral,ryarellano,wnna take a bath!!!!,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956979894,neutral,lookitsholly,Chocolate milk is so much better through a straw. I lack said straw,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956979900,worry,a_schmel,why am i so tired?,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956979917,empty,Dreness023,hey yu lil fucker i textd yu,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956980788,neutral,nathaliep,"time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956980883,neutral,hollywoods500, no way! damn that sucks B!  are you ok?,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956980972,worry,syl3nt,sucks not being able to take days off of work or have the money to take the trip  so sad,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956981427,enthusiasm,Caillie,"bed...sorta. today was good, sara has strep thought Angelina does to i shared a water with her B4 they told me, i will prob get it to",0,0,0,1,0,0,0,0,0,0,0,0,0,0
1956981850,neutral,robuttley,the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956982075,neutral,minamic,But I got dibs on Sulu...,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956982383,sadness,Ameeee,"Aww  Onward and upwards now, yay! Still sad to leave I bet.",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956982449,worry,DawnofOURnight,at once haha.  poor aby still gets sore!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956982576,sadness,kShadhavar,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956982605,sadness,Diyeni,I want to buy this great album but unfortunately i dont hav enuff funds  its &quotlong time noisy&quot,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956983160,sadness,crittyjoy, in all honesty...pain   blech.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956983171,sadness,paulyum,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956983467,neutral,njc87,At home alone with not much to do,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956983509,worry,heyitsmisti,ia so much! i haven't really been happy with any of cooks choices for singles.,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956983690,sadness,Trishalove, i fell asleep on the beach and didn't put on enough sunscreen  lol,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956983851,worry,sweetkisses277,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956983874,happiness,joia,"So great to see Oin &amp Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards.",0,0,0,0,0,1,0,0,0,0,0,0,0,0
1956983931,neutral,MunkyMunch,I cant give any bday nudges.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956984185,worry,HarryLyme,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him',0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956984205,neutral,chicabajoelsol,Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956984559,neutral,Marielii,says I miss plurking.  http//plurk.com/p/wxion,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956984864,worry,Amantou,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956984894,neutral,Chai_Bo,I miss Voobys!,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956985129,neutral,Cookphotos,Neither are ELP!!,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956985535,happiness,quarrygirl," dude, that is my favorite sandwich place ever. ummm did you take PICTURES?",0,0,0,0,0,1,0,0,0,0,0,0,0,0
1956985612,worry,juliehuang,is sad that shin ae got married...and it wasn't to alex,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956985758,worry,jazz_angela,"Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quotconfirmed&quot today.  Muy triste.",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956985764,sadness,Samm_xo,ohh thursday i have exams.. all day  what about wednesday ?,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956985973,neutral,ssabz,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow 9am.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956986211,sadness,metaphysical1,"i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956986359,worry,bittenbyte,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now..",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956986767,sadness,AshLaws,I love those 'it'sakey' USB sticks. We only have the 4GB in Australia,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956987381,worry,supkeke,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956987600,hate,naterkane,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956987828,worry,palomalopes24,i am jealous of your mom talking to i want to see you all our twittering is making me miss you,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956987904,worry,creativevixen86,I can't sleep...I keep thinking about the puppy I played with today,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956987950,worry,smiles4dayyz,.. I'm suppposed to be sleep. But i got some much to do. &amp i got that one part of the song stuck in my head &quotyour a jerk (iknow)&quot  blaahh,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956988145,neutral,padfootly,what's going on sweetheart?,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956988218,neutral,callatya,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows",0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956988223,worry,kabilan,"Last one month due to summer, strawberry is not availble in the Chennai markets!",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956988477,neutral,enlightenthem,work at 6am. Gotta go to bed soon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956989093,love,Angela_Grace,correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1956989514,sadness,yellowduckx,hiii im on my ipod...i cant fall asleep,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956989526,sadness,KaKuBby,dont wanna work 11-830 tomorrow  but i get paid,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956989560,sadness,benchidol,feels sad coz i wasnt able to play with the guys!!!  http//plurk.com/p/wxiux,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956989561,neutral,outrAjusCharmer,PrinceCharming,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956989601,hate,M0anique,cayogial i wanted to come to BZ this summer / not so sure anymore... a teacher's life in the summer SUCKS,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956989914,worry,Fowl2,First ever dropped call on my mobile. On a call to no less! ( being charged for data even though I have a data pack  ),0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956990288,hate,MissPassion,You win ... SIGH Rakeem,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956990413,neutral,Wendywitwoo,Oh is that time for real?,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956990568,sadness,sarah_walter,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956990729,worry,marpizza,Oh no one minute too late! Oh well,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956991009,hate,rdyfrde,"Damn, that sucks",0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956991673,sadness,M0anique,i wanted to come to BZ this summer / not so sure anymore... a teacher's life in the summer SUCKS,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956991704,hate,Tweetyangie,THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956991723,worry,briwyatt,ahh! big scary bug flying around my room!!!!!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956992030,sadness,mafiaman8108,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956992144,worry,Margotkay,is up with a nasty cough i cant be sick i have a huge weekend ahead of me,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956992349,neutral,jarekpastor, That was stone cold   Crazy....  ?,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956993007,boredom,villa_ld,i'm so tired,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1956993080,neutral,cheiyinkeithsui,shift time  bbye biochem waaaaahhhhhh!! http//plurk.com/p/wxizo,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956993206,neutral,dashdragan,I'm sure some1 will cum out and play. I'm workin through til midnight.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956994067,neutral,lockerhaxor,I second that. I wish it rained more where I am,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956995196,sadness,jnvelasquez912,early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956995505,neutral,twakatovsrocks,damn it were is Eric or anyone else when you need your hair to be played with,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956995679,neutral,jmil1733,I'm feel deflated. Ugh. No more dog.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956995762,sadness,foxtail84,Allergies suck ducks nuts.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956995852,neutral,ErikaAlexxis,Well it almost was a good day... Guess I just retry tomorrow,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956996081,hate,snursalim,Waraku is tasteless and expensive! Portion is so little!!!!!  re waraku,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956996385,love,votech,sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1956996470,worry,ohmygoshnina,"He died.  Wait, what about Magic Jack? I just read it.",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956996673,hate,Merekdavis, youstinkatrespondingtotexts!,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956996730,sadness,Rowch,wonders why her Karma points turned into 0.00.  http//plurk.com/p/wxj54,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956996765,happiness,rarmendariz,"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho.",0,0,0,0,0,1,0,0,0,0,0,0,0,0
1956996776,sadness,KitaCupcake,Is miserable  i feel like im gona cry  sux!,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956997143,neutral,louiethecat,well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956997352,worry,1azylizzie,$#My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956997619,neutral,kudosbeauty,"claire love the show, got into the office 5am and no radio",0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956998370,love,rockinchick11,Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1956998532,sadness,katienaas,*sigh* I'm going to bed... I just don't feel right anymore...,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1956998538,neutral,jeannicole,What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956998698,neutral,FoOie,EpiCentre Wheelock Place - tourists only..,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1956998704,sadness,sillynic,Now I am depressed after watching so you think you can dance,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957000040,sadness,minauderie,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957000077,neutral,danzjoe,miss 16'th,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957000152,neutral,RoxieDax,"I know. But like I said, I have no idea how long it takes for them to investigate this stuff.",0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957000290,worry,Ohtybaby,"I cant sleep, but im too sore to move",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957000314,neutral,Phenikone,http//twitpic.com/4phze - Awe! I miss my baby,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957000336,empty,Gen22,just answered you- never learned how to write in French- just basic stuff-,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1957000372,neutral,cv70,what is it with chocolates? i just can never say no,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957000788,worry,zpavic,Achieving a new appreciation on how a xml build script can really be painful and cumbersome,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957001049,neutral,amy__xx,i'm too awake now  ill have a nap this afternoon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957001370,worry,katlovesjoelk,i cant do anything,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957001496,neutral,miss_sammi,still needs another 6 hours of sleep,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957001506,relief,benmfowler,I'm at work,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1957001854,fun,Samiijoo,RIP leonardo. You were a great mini fiddler crab,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1957001967,neutral,mozwold,"Morning tweeple,way to early again",0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957002082,sadness,V0NST3V3,"Last day working for the Uni today, sad times",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957002773,love,UncoolRockstar,"thanks neemah. I'm gonna be soooo close to you and izzy, yet so far",0,0,0,0,0,0,0,1,0,0,0,0,0,0
1957002923,worry,indpndentgirly,My head hurts so bad I could scream!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957003048,worry,rianne_kelsey,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957003356,worry,nettlej,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957003440,worry,autotips,New blog post [Blog] auto insuran... I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957003715,neutral,BlaqueBeautyy,"where are all ma bestfriends at ? , MIA or wat ?",0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957004184,worry,rionne,oh men!!!!!!......I really can't see my face........c'mon guys!!!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957004519,worry,asteinke,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957004606,worry,riannasc,my sole supporter is not my sole supporter,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957004749,hate,golden_one,don't you hate it when you finish all your work and there's still 1.25 hours left of work time,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1957005165,worry,RebeccaBrunner,urgh stop it guys,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957005226,sadness,GiselleLee,is still missing her husband.    I really want him home.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957005279,sadness,PYTDavis,I miss my puppy,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957005410,surprise,HIM357,"2 days of this month left, and I only have 400MB left on my onpeak downloads.",0,0,0,0,0,0,0,0,0,0,0,1,0,0
1957005696,fun,nickhalme,Up is out?  I didn't get the memo   It looks amazing.,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1957005713,sadness,smilyross,I've given up on pizza - kids would never let me have my fav  (the hot ones),0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957005817,worry,JBabyLove,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957006033,sadness,klybob,yearling in pet home died... very sad for their whole family,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957006074,neutral,rnbprincess79,fun in the sun hmmm hell no it's cold,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957006098,worry,puelladei,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957006245,sadness,bella_facia,"We hate change, so of course. We're fans for life. 3 Oh and if we haven't met Rob by then something went horribly wrong.",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957006307,worry,ninz_0214,is feeling sad... for some reason..  http//plurk.com/p/wxji3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957006547,sadness,spookychan,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957006674,sadness,nel5on,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957006725,neutral,andrewjennings,i don't think so.  I WANT DETAILS.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957006830,neutral,AddITame,Hi...!!! Who is Mary Poppins???,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957006947,worry,miiiiiiike,"Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards",0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957007167,neutral,Dillontate,my last tweet didn't send  bad phone,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957007268,fun,EmaMolly, OMG Ur alive!!! LOL  2day has gone sooo slow  I'm going insane Grrr You doing anything tonight?,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1957007357,empty,_SNO_,Have a headache  I'm going to bed. Goodnight!,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1957007394,neutral,jarekpastor, I was watching Parental Control,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957007437,fun,grrimadinox,"did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay",0,0,0,0,1,0,0,0,0,0,0,0,0,0
1957007633,sadness,IAmYourDensity,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957007981,worry,MunkyMunch,it wont let me,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957008075,sadness,Inamint,Took a shift tomorrow.    I don't really feel like working right now.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957008193,sadness,kimchiipanda,but now i have no money for a phone,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957008287,worry,KarlOnSea,Spent last night in A&ampE (ER). Wife tangled wheels with Daughter &amp hit the deck. Dislocation &amp fracture resulted.,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957008292,worry,RoseMarionTyler,9 days  I'm about ready to visit Torchwood and see if they've heard anything,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957008434,surprise,Just_Cath,where are you? In Bris? I can't hear any thunder,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1957008478,surprise,bekahjayne,"bec vs fat food   --- winner  fat food  but not this weeknend, ill beat it!",0,0,0,0,0,0,0,0,0,0,0,1,0,0
1957008498,sadness,CathyDohling,Too bad the Red Devils.. disappointing to say the least,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957008766,surprise,shutitoff,I had a dream about a pretty pretty beach and there was no beach when I woke up,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1957008802,sadness,pfak,"Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz).",0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957008987,surprise,lilTanker,when da heck will the garage man get here I ask you.. WHEN..,0,0,0,0,0,0,0,0,0,0,0,1,0,0
